uniqueId,gameId,playId,team,offenseFormation,playDirection,down,yardsToGo,absoluteYardlineNumber,quarter,gameClock,winningBy,year,playType
2022102302_1050,2022102302,1050,ATL,PISTOL,left,2,1,76.0,2,14:14,-21,2024,run
2022102302_1102,2022102302,1102,ATL,PISTOL,left,1,10,74.0,2,13:00,-21,2024,run
2022102302_1152,2022102302,1152,ATL,I_FORM,left,1,10,63.0,2,11:46,-21,2024,run
2022102302_1173,2022102302,1173,ATL,PISTOL,left,2,5,58.0,2,11:04,-21,2024,run
2022102302_1194,2022102302,1194,ATL,SINGLEBACK,left,1,10,47.0,2,10:21,-21,2024,run
2022102302_1215,2022102302,1215,ATL,PISTOL,left,1,10,37.0,2,9:38,-21,2024,run
2022102302_1269,2022102302,1269,ATL,PISTOL,left,2,8,35.0,2,8:47,-21,2024,run
2022102302_1295,2022102302,1295,ATL,I_FORM,left,1,10,27.0,2,8:11,-21,2024,run
2022102302_1316,2022102302,1316,ATL,I_FORM,left,2,6,23.0,2,7:28,-21,2024,run
2022102302_1337,2022102302,1337,ATL,I_FORM,left,1,4,14.0,2,6:44,-21,2024,run
2022102302_1392,2022102302,1392,ATL,I_FORM,left,1,1,11.0,2,5:57,-21,2024,run
2022102302_1437,2022102302,1437,ATL,I_FORM,left,3,1,11.0,2,4:49,-21,2024,run
2022102302_1955,2022102302,1955,ATL,I_FORM,left,1,10,85.0,3,15:00,-11,2024,run
2022102302_2079,2022102302,2079,CIN,SHOTGUN,right,1,10,74.0,3,13:27,11,2024,run
2022102302_2124,2022102302,2124,CIN,SINGLEBACK,right,3,1,83.0,3,12:08,11,2024,run
2022102302_2167,2022102302,2167,ATL,PISTOL,left,1,10,83.0,3,11:20,-11,2024,run
2022102302_2353,2022102302,2353,CIN,SHOTGUN,right,1,10,62.0,3,7:25,11,2024,run
2022102302_2463,2022102302,2463,CIN,SINGLEBACK,right,2,1,109.0,3,5:28,11,2024,run
2022102302_2516,2022102302,2516,ATL,SINGLEBACK,left,1,10,85.0,3,5:20,-18,2024,run
2022102302_2561,2022102302,2561,ATL,I_FORM,left,1,10,71.0,3,4:01,-18,2024,run
2022102302_2679,2022102302,2679,CIN,SHOTGUN,right,2,1,40.0,3,1:14,18,2024,run
2022102302_2809,2022102302,2809,ATL,PISTOL,right,1,10,30.0,4,14:01,-18,2024,run
2022102302_2830,2022102302,2830,ATL,SHOTGUN,right,2,2,38.0,4,13:22,-18,2024,run
2022102302_2875,2022102302,2875,ATL,PISTOL,right,1,10,44.0,4,12:04,-18,2024,run
2022102302_2942,2022102302,2942,ATL,PISTOL,right,1,10,56.0,4,10:40,-18,2024,run
2022102302_2963,2022102302,2963,ATL,SHOTGUN,right,2,6,60.0,4,10:11,-18,2024,run
2022102302_3034,2022102302,3034,CIN,JUMBO,left,1,10,107.0,4,8:44,18,2024,run
2022102302_3057,2022102302,3057,CIN,SINGLEBACK,left,2,10,107.0,4,8:04,18,2024,run
2022102302_3105,2022102302,3105,CIN,SHOTGUN,left,1,10,88.0,4,6:34,18,2024,run
2022102302_3126,2022102302,3126,CIN,SHOTGUN,left,2,5,83.0,4,5:50,18,2024,run
2022102302_3147,2022102302,3147,CIN,EMPTY,left,3,4,82.0,4,5:43,18,2024,run
2022102302_3175,2022102302,3175,CIN,SINGLEBACK,left,1,10,62.0,4,4:55,18,2024,run
2022102302_3225,2022102302,3225,CIN,SINGLEBACK,left,2,4,45.0,4,4:08,18,2024,run
2022102302_3372,2022102302,3372,CIN,SINGLEBACK,left,1,10,22.0,4,2:20,18,2024,run
2022102302_3393,2022102302,3393,CIN,SINGLEBACK,left,2,4,16.0,4,2:00,18,2024,run
2022102302_3421,2022102302,3421,CIN,SHOTGUN,left,3,6,18.0,4,1:16,18,2024,run
2022102303_78,2022102303,78,DAL,SINGLEBACK,left,2,10,85.0,1,14:52,0,2024,run
2022102303_172,2022102303,172,DET,SINGLEBACK,right,1,10,60.0,1,12:47,0,2024,run
2022102303_193,2022102303,193,DET,SINGLEBACK,right,2,7,63.0,1,12:12,0,2024,run
2022102303_230,2022102303,230,DET,SHOTGUN,right,3,7,63.0,1,11:24,0,2024,run
2022102303_282,2022102303,282,DAL,PISTOL,left,1,10,90.0,1,10:39,0,2024,run
2022102303_327,2022102303,327,DAL,SINGLEBACK,left,3,1,81.0,1,9:44,0,2024,run
2022102303_379,2022102303,379,DET,SINGLEBACK,right,1,10,40.0,1,8:53,0,2024,run
2022102303_400,2022102303,400,DET,SHOTGUN,right,1,10,52.0,1,8:20,0,2024,run
2022102303_503,2022102303,503,DET,SINGLEBACK,right,2,2,81.0,1,5:55,0,2024,run
2022102303_524,2022102303,524,DET,SINGLEBACK,right,1,10,86.0,1,5:21,0,2024,run
2022102303_625,2022102303,625,DAL,SINGLEBACK,left,1,10,85.0,1,3:58,-3,2024,run
2022102303_646,2022102303,646,DAL,SHOTGUN,left,2,7,82.0,1,3:19,-3,2024,run
2022102303_667,2022102303,667,DAL,I_FORM,left,3,1,76.0,1,2:47,-3,2024,run
2022102303_763,2022102303,763,DAL,SINGLEBACK,left,1,10,33.0,1,0:26,-3,2024,run
2022102303_850,2022102303,850,DAL,SINGLEBACK,right,1,10,99.0,2,14:32,-3,2024,run
2022102303_871,2022102303,871,DAL,SINGLEBACK,right,2,4,105.0,2,13:52,-3,2024,run
2022102303_974,2022102303,974,DET,SINGLEBACK,left,1,10,85.0,2,12:24,0,2024,run
2022102303_1019,2022102303,1019,DET,SINGLEBACK,left,1,10,69.0,2,11:08,0,2024,run
2022102303_1121,2022102303,1121,DET,SHOTGUN,left,3,4,35.0,2,9:22,0,2024,run
2022102303_1243,2022102303,1243,DAL,SHOTGUN,right,1,15,30.0,2,7:59,-3,2024,run
2022102303_1362,2022102303,1362,DET,SINGLEBACK,left,1,10,74.0,2,6:40,3,2024,run
2022102303_1474,2022102303,1474,DAL,SHOTGUN,right,1,10,34.0,2,4:03,-3,2024,run
2022102303_1587,2022102303,1587,DAL,SHOTGUN,right,2,10,71.0,2,2:26,-3,2024,run
2022102303_1700,2022102303,1700,DET,SINGLEBACK,left,1,10,107.0,2,1:45,3,2024,run
2022102303_1721,2022102303,1721,DET,SINGLEBACK,left,1,10,94.0,2,1:12,3,2024,run
2022102303_1742,2022102303,1742,DET,SHOTGUN,left,2,6,90.0,2,0:34,3,2024,run
2022102303_1821,2022102303,1821,DET,JUMBO,right,1,10,51.0,3,14:25,3,2024,run
2022102303_1868,2022102303,1868,DAL,SHOTGUN,left,1,10,92.0,3,13:37,-3,2024,run
2022102303_1919,2022102303,1919,DAL,SINGLEBACK,left,1,10,81.0,3,12:43,-3,2024,run
2022102303_1968,2022102303,1968,DAL,SINGLEBACK,left,2,1,54.0,3,11:41,-3,2024,run
2022102303_1989,2022102303,1989,DAL,SINGLEBACK,left,1,10,26.0,3,11:09,-3,2024,run
2022102303_2043,2022102303,2043,DAL,SINGLEBACK,left,1,1,11.0,3,10:21,-3,2024,run
2022102303_2099,2022102303,2099,DET,SINGLEBACK,right,1,10,35.0,3,10:18,-4,2024,run
2022102303_2268,2022102303,2268,DAL,SINGLEBACK,left,2,1,42.0,3,6:13,4,2024,run
2022102303_2348,2022102303,2348,DET,SINGLEBACK,right,1,10,30.0,3,4:23,-4,2024,run
2022102303_2369,2022102303,2369,DET,SINGLEBACK,right,2,2,38.0,3,3:41,-4,2024,run
2022102303_2419,2022102303,2419,DET,SINGLEBACK,right,2,2,51.0,3,2:23,-4,2024,run
2022102303_2451,2022102303,2451,DET,SHOTGUN,right,2,8,45.0,3,2:01,-4,2024,run
2022102303_2536,2022102303,2536,DET,SINGLEBACK,right,1,10,59.0,3,0:10,-4,2024,run
2022102303_2576,2022102303,2576,DET,SHOTGUN,left,2,9,60.0,4,15:00,-4,2024,run
2022102303_2597,2022102303,2597,DET,SHOTGUN,left,3,2,53.0,4,14:21,-4,2024,run
2022102303_2618,2022102303,2618,DET,SINGLEBACK,left,1,10,33.0,4,13:41,-4,2024,run
2022102303_2741,2022102303,2741,DAL,SINGLEBACK,right,1,10,30.0,4,11:53,4,2024,run
2022102303_2786,2022102303,2786,DAL,I_FORM,right,3,1,39.0,4,10:41,4,2024,run
2022102303_2850,2022102303,2850,DET,SINGLEBACK,left,1,10,66.0,4,9:09,-4,2024,run
2022102303_2922,2022102303,2922,DAL,SINGLEBACK,right,1,10,56.0,4,8:25,4,2024,run
2022102303_2943,2022102303,2943,DAL,SINGLEBACK,right,2,4,62.0,4,7:51,4,2024,run
2022102303_3019,2022102303,3019,DAL,SINGLEBACK,right,2,10,67.0,4,6:59,4,2024,run
2022102303_3079,2022102303,3079,DAL,SHOTGUN,right,1,10,84.0,4,6:04,4,2024,run
2022102303_3209,2022102303,3209,DAL,SINGLEBACK,right,3,1,108.0,4,3:30,4,2024,run
2022102303_3230,2022102303,3230,DAL,SINGLEBACK,right,1,1,109.0,4,2:51,4,2024,run
2022102303_3352,2022102303,3352,DAL,SINGLEBACK,right,1,10,86.0,4,2:20,11,2024,run
2022102303_3379,2022102303,3379,DAL,SHOTGUN,right,2,14,82.0,4,2:15,11,2024,run
2022102304_224,2022102304,224,NYG,SHOTGUN,left,1,10,38.0,1,11:12,0,2024,run
2022102304_327,2022102304,327,JAX,JUMBO,right,1,10,53.0,1,9:42,-7,2024,run
2022102304_353,2022102304,353,JAX,SINGLEBACK,right,2,9,54.0,1,9:04,-7,2024,run
2022102304_432,2022102304,432,JAX,SHOTGUN,right,1,7,103.0,1,7:02,-7,2024,run
2022102304_547,2022102304,547,NYG,PISTOL,left,1,10,78.0,1,6:38,-1,2024,run
2022102304_836,2022102304,836,JAX,SHOTGUN,right,1,10,31.0,1,4:07,1,2024,run
2022102304_902,2022102304,902,JAX,SHOTGUN,right,2,3,81.0,1,2:35,1,2024,run
2022102304_923,2022102304,923,JAX,EMPTY,right,3,2,82.0,1,1:56,1,2024,run
2022102304_1017,2022102304,1017,JAX,SHOTGUN,left,2,5,30.0,2,15:00,1,2024,run
2022102304_1145,2022102304,1145,NYG,SHOTGUN,right,1,10,35.0,2,13:23,-4,2024,run
2022102304_1197,2022102304,1197,NYG,SINGLEBACK,right,1,10,57.0,2,12:18,-4,2024,run
2022102304_1279,2022102304,1279,NYG,SHOTGUN,right,2,8,75.0,2,10:18,-4,2024,run
2022102304_1305,2022102304,1305,NYG,PISTOL,right,1,10,87.0,2,9:40,-4,2024,run
2022102304_1586,2022102304,1586,JAX,SHOTGUN,left,1,10,61.0,2,4:54,1,2024,run
2022102304_1759,2022102304,1759,JAX,SHOTGUN,left,2,10,27.0,2,3:35,1,2024,run
2022102304_1794,2022102304,1794,NYG,SHOTGUN,right,1,10,30.0,2,3:26,-1,2024,run
2022102304_1816,2022102304,1816,NYG,SHOTGUN,right,2,8,32.0,2,2:53,-1,2024,run
2022102304_1837,2022102304,1837,NYG,SHOTGUN,right,1,10,42.0,2,2:17,-1,2024,run
2022102304_1889,2022102304,1889,NYG,SHOTGUN,right,1,10,63.0,2,1:34,-1,2024,run
2022102304_2012,2022102304,2012,NYG,SHOTGUN,right,2,10,89.0,2,0:46,-1,2024,run
2022102304_2284,2022102304,2284,JAX,SHOTGUN,left,1,10,83.0,3,14:55,-2,2024,run
2022102304_2389,2022102304,2389,JAX,SINGLEBACK,left,2,2,13.0,3,13:15,-2,2024,run
2022102304_2410,2022102304,2410,JAX,I_FORM,left,3,1,12.0,3,12:32,-2,2024,run
2022102304_2431,2022102304,2431,JAX,SINGLEBACK,left,1,1,11.0,3,11:47,-2,2024,run
2022102304_2576,2022102304,2576,NYG,PISTOL,right,1,10,65.0,3,10:07,-4,2024,run
2022102304_2602,2022102304,2602,NYG,SHOTGUN,right,2,5,70.0,3,9:36,-4,2024,run
2022102304_2623,2022102304,2623,NYG,SHOTGUN,right,3,2,73.0,3,9:11,-4,2024,run
2022102304_2705,2022102304,2705,NYG,SINGLEBACK,right,1,10,99.0,3,7:54,-4,2024,run
2022102304_2791,2022102304,2791,JAX,I_FORM,left,1,10,106.0,3,6:20,4,2024,run
2022102304_2812,2022102304,2812,JAX,SINGLEBACK,left,2,8,104.0,3,5:47,4,2024,run
2022102304_2874,2022102304,2874,NYG,SHOTGUN,right,1,10,43.0,3,4:53,-4,2024,run
2022102304_2895,2022102304,2895,NYG,SHOTGUN,right,2,4,49.0,3,4:23,-4,2024,run
2022102304_2916,2022102304,2916,NYG,SINGLEBACK,right,1,10,58.0,3,3:40,-4,2024,run
2022102304_3068,2022102304,3068,JAX,SINGLEBACK,left,1,10,90.0,3,1:51,4,2024,run
2022102304_3113,2022102304,3113,JAX,PISTOL,left,1,10,73.0,3,0:34,4,2024,run
2022102304_3336,2022102304,3336,JAX,SHOTGUN,right,1,10,81.0,4,13:51,4,2024,run
2022102304_3357,2022102304,3357,JAX,SINGLEBACK,right,2,6,85.0,4,13:12,4,2024,run
2022102304_3401,2022102304,3401,JAX,I_FORM,right,4,1,90.0,4,11:30,4,2024,run
2022102304_3443,2022102304,3443,NYG,SINGLEBACK,left,2,9,88.0,4,10:47,-4,2024,run
2022102304_3464,2022102304,3464,NYG,SINGLEBACK,left,3,1,80.0,4,9:58,-4,2024,run
2022102304_3528,2022102304,3528,NYG,SHOTGUN,left,1,10,50.0,4,8:22,-4,2024,run
2022102304_3549,2022102304,3549,NYG,SHOTGUN,left,2,1,41.0,4,7:50,-4,2024,run
2022102304_3570,2022102304,3570,NYG,SHOTGUN,left,3,2,42.0,4,7:07,-4,2024,run
2022102304_3598,2022102304,3598,NYG,SINGLEBACK,left,1,10,39.0,4,6:30,-4,2024,run
2022102304_3698,2022102304,3698,NYG,I_FORM,left,1,1,11.0,4,5:35,-4,2024,run
2022102304_3862,2022102304,3862,NYG,I_FORM,left,1,10,87.0,4,4:29,3,2024,run
2022102304_3888,2022102304,3888,NYG,I_FORM,left,1,10,74.0,4,4:23,3,2024,run
2022102304_3909,2022102304,3909,NYG,I_FORM,left,2,3,67.0,4,3:37,3,2024,run
2022102304_3935,2022102304,3935,NYG,I_FORM,left,1,10,47.0,4,3:30,3,2024,run
2022102304_3956,2022102304,3956,NYG,SINGLEBACK,left,2,8,45.0,4,2:46,3,2024,run
2022102304_3977,2022102304,3977,NYG,JUMBO,left,1,10,30.0,4,2:00,3,2024,run
2022102304_4005,2022102304,4005,NYG,I_FORM,left,2,9,29.0,4,1:57,3,2024,run
2022102304_4033,2022102304,4033,NYG,I_FORM,left,3,10,30.0,4,1:11,3,2024,run
2022102305_98,2022102305,98,TEN,SINGLEBACK,left,2,4,87.0,1,14:12,0,2024,run
2022102305_119,2022102305,119,TEN,SINGLEBACK,left,1,10,78.0,1,13:29,0,2024,run
2022102305_151,2022102305,151,TEN,SINGLEBACK,left,1,5,73.0,1,13:05,0,2024,run
2022102305_338,2022102305,338,TEN,I_FORM,left,1,10,82.0,1,9:35,0,2024,run
2022102305_359,2022102305,359,TEN,SINGLEBACK,left,2,3,75.0,1,8:58,0,2024,run
2022102305_380,2022102305,380,TEN,SHOTGUN,left,3,1,73.0,1,8:12,0,2024,run
2022102305_430,2022102305,430,TEN,SHOTGUN,left,1,10,38.0,1,7:00,0,2024,run
2022102305_456,2022102305,456,TEN,SINGLEBACK,left,2,9,37.0,1,6:25,0,2024,run
2022102305_523,2022102305,523,TEN,I_FORM,left,2,10,22.0,1,4:49,0,2024,run
2022102305_603,2022102305,603,IND,SHOTGUN,right,1,10,35.0,1,4:03,-3,2024,run
2022102305_648,2022102305,648,IND,SHOTGUN,right,3,1,44.0,1,3:03,-3,2024,run
2022102305_782,2022102305,782,TEN,SHOTGUN,left,2,1,81.0,1,0:44,3,2024,run
2022102305_844,2022102305,844,TEN,SINGLEBACK,right,2,10,40.0,2,14:55,3,2024,run
2022102305_919,2022102305,919,IND,SHOTGUN,left,1,10,87.0,2,13:29,-3,2024,run
2022102305_940,2022102305,940,IND,SHOTGUN,left,2,6,83.0,2,13:02,-3,2024,run
2022102305_985,2022102305,985,IND,SHOTGUN,left,2,3,62.0,2,12:10,-3,2024,run
2022102305_1076,2022102305,1076,IND,SHOTGUN,left,1,10,36.0,2,10:18,-3,2024,run
2022102305_1189,2022102305,1189,IND,SHOTGUN,left,2,2,82.0,2,8:53,-10,2024,run
2022102305_1234,2022102305,1234,IND,SINGLEBACK,left,1,10,68.0,2,7:56,-10,2024,run
2022102305_1303,2022102305,1303,IND,SHOTGUN,left,2,4,49.0,2,6:17,-10,2024,run
2022102305_1350,2022102305,1350,TEN,SINGLEBACK,right,1,10,48.0,2,5:41,10,2024,run
2022102305_1404,2022102305,1404,TEN,SINGLEBACK,right,1,10,53.0,2,4:59,10,2024,run
2022102305_1425,2022102305,1425,TEN,SINGLEBACK,right,1,10,76.0,2,4:14,10,2024,run
2022102305_1503,2022102305,1503,TEN,I_FORM,right,2,10,97.0,2,2:59,10,2024,run
2022102305_1885,2022102305,1885,IND,SHOTGUN,left,1,10,82.0,3,14:24,-13,2024,run
2022102305_1906,2022102305,1906,IND,SHOTGUN,left,2,3,75.0,3,13:58,-13,2024,run
2022102305_2037,2022102305,2037,TEN,SHOTGUN,right,1,10,30.0,3,11:50,13,2024,run
2022102305_2139,2022102305,2139,IND,SHOTGUN,left,1,10,68.0,3,10:27,-13,2024,run
2022102305_2208,2022102305,2208,IND,SHOTGUN,left,1,10,52.0,3,8:52,-13,2024,run
2022102305_2299,2022102305,2299,IND,SHOTGUN,left,1,10,30.0,3,6:47,-13,2024,run
2022102305_2373,2022102305,2373,IND,SHOTGUN,left,1,6,16.0,3,4:55,-13,2024,run
2022102305_2472,2022102305,2472,TEN,SINGLEBACK,right,2,10,35.0,3,4:03,6,2024,run
2022102305_2522,2022102305,2522,TEN,SINGLEBACK,right,1,10,49.0,3,2:57,6,2024,run
2022102305_2543,2022102305,2543,TEN,SHOTGUN,right,2,6,53.0,3,2:32,6,2024,run
2022102305_2612,2022102305,2612,TEN,SINGLEBACK,right,1,10,85.0,3,0:18,6,2024,run
2022102305_2679,2022102305,2679,TEN,SHOTGUN,left,3,9,34.0,4,14:23,6,2024,run
2022102305_2734,2022102305,2734,IND,SHOTGUN,right,1,10,35.0,4,13:47,-9,2024,run
2022102305_2837,2022102305,2837,TEN,SINGLEBACK,left,1,10,65.0,4,12:27,9,2024,run
2022102305_2858,2022102305,2858,TEN,SINGLEBACK,left,2,5,60.0,4,11:49,9,2024,run
2022102305_3093,2022102305,3093,TEN,I_FORM,left,1,10,81.0,4,8:24,6,2024,run
2022102305_3114,2022102305,3114,TEN,SINGLEBACK,left,2,6,77.0,4,7:40,6,2024,run
2022102305_3135,2022102305,3135,TEN,SINGLEBACK,left,1,10,70.0,4,7:02,6,2024,run
2022102305_3156,2022102305,3156,TEN,SHOTGUN,left,2,7,67.0,4,6:16,6,2024,run
2022102305_3208,2022102305,3208,TEN,SINGLEBACK,left,1,10,47.0,4,5:10,6,2024,run
2022102305_3235,2022102305,3235,TEN,SINGLEBACK,left,2,6,43.0,4,5:02,6,2024,run
2022102305_3508,2022102305,3508,TEN,I_FORM,left,1,10,67.0,4,3:22,9,2024,run
2022102305_3529,2022102305,3529,TEN,I_FORM,left,1,10,56.0,4,2:31,9,2024,run
2022102306_58,2022102306,58,GB,SHOTGUN,right,1,10,35.0,1,15:00,0,2024,run
2022102306_111,2022102306,111,GB,SHOTGUN,right,1,10,46.0,1,13:45,0,2024,run
2022102306_132,2022102306,132,GB,SINGLEBACK,right,2,6,50.0,1,13:00,0,2024,run
2022102306_193,2022102306,193,WAS,PISTOL,left,1,10,107.0,1,12:06,0,2024,run
2022102306_438,2022102306,438,GB,SINGLEBACK,right,1,10,85.0,1,9:36,0,2024,run
2022102306_459,2022102306,459,GB,SINGLEBACK,right,2,7,88.0,1,8:50,0,2024,run
2022102306_509,2022102306,509,GB,SHOTGUN,right,1,3,107.0,1,7:29,0,2024,run
2022102306_616,2022102306,616,WAS,SINGLEBACK,left,2,5,75.0,1,5:54,-7,2024,run
2022102306_688,2022102306,688,WAS,SINGLEBACK,left,1,10,27.0,1,4:55,-7,2024,run
2022102306_709,2022102306,709,WAS,WILDCAT,left,2,6,23.0,1,4:20,-7,2024,run
2022102306_730,2022102306,730,WAS,SINGLEBACK,left,1,5,15.0,1,3:39,-7,2024,run
2022102306_762,2022102306,762,WAS,SINGLEBACK,left,2,6,16.0,1,2:50,-7,2024,run
2022102306_873,2022102306,873,GB,SHOTGUN,right,1,20,25.0,1,1:56,4,2024,run
2022102306_975,2022102306,975,WAS,SHOTGUN,left,1,10,74.0,1,0:24,-4,2024,run
2022102306_1061,2022102306,1061,WAS,SHOTGUN,right,2,10,64.0,2,14:18,-4,2024,run
2022102306_1165,2022102306,1165,WAS,SHOTGUN,right,1,10,27.0,2,13:23,-11,2024,run
2022102306_1210,2022102306,1210,WAS,PISTOL,right,3,1,36.0,2,11:53,-11,2024,run
2022102306_1253,2022102306,1253,WAS,SINGLEBACK,right,2,10,40.0,2,11:05,-11,2024,run
2022102306_1274,2022102306,1274,WAS,SHOTGUN,right,1,10,60.0,2,10:26,-11,2024,run
2022102306_1358,2022102306,1358,WAS,SHOTGUN,right,1,10,75.0,2,8:41,-11,2024,run
2022102306_1432,2022102306,1432,WAS,SINGLEBACK,right,1,10,99.0,2,8:08,-11,2024,run
2022102306_1531,2022102306,1531,GB,SHOTGUN,left,1,10,85.0,2,7:21,4,2024,run
2022102306_1552,2022102306,1552,GB,SHOTGUN,left,2,16,91.0,2,6:37,4,2024,run
2022102306_1690,2022102306,1690,WAS,SHOTGUN,right,2,9,68.0,2,5:14,-4,2024,run
2022102306_1760,2022102306,1760,WAS,SINGLEBACK,right,1,10,76.0,2,4:15,-4,2024,run
2022102306_1788,2022102306,1788,WAS,SHOTGUN,right,2,7,79.0,2,3:33,-4,2024,run
2022102306_2090,2022102306,2090,WAS,SHOTGUN,right,1,10,41.0,2,1:23,-4,2024,run
2022102306_2275,2022102306,2275,GB,SINGLEBACK,left,1,10,109.0,2,0:45,4,2024,run
2022102306_2362,2022102306,2362,WAS,SINGLEBACK,right,2,6,40.0,3,14:18,-4,2024,run
2022102306_2394,2022102306,2394,WAS,SINGLEBACK,right,1,10,45.0,3,13:54,-4,2024,run
2022102306_2415,2022102306,2415,WAS,I_FORM,right,1,10,61.0,3,13:17,-4,2024,run
2022102306_2593,2022102306,2593,GB,SHOTGUN,left,2,6,67.0,3,9:50,-3,2024,run
2022102306_2667,2022102306,2667,WAS,SINGLEBACK,right,1,10,25.0,3,8:56,3,2024,run
2022102306_2688,2022102306,2688,WAS,SINGLEBACK,right,2,5,30.0,3,8:24,3,2024,run
2022102306_2733,2022102306,2733,WAS,SINGLEBACK,right,1,10,50.0,3,7:04,3,2024,run
2022102306_2754,2022102306,2754,WAS,SINGLEBACK,right,2,8,52.0,3,6:25,3,2024,run
2022102306_2799,2022102306,2799,WAS,SINGLEBACK,right,1,10,61.0,3,5:00,3,2024,run
2022102306_2825,2022102306,2825,WAS,SINGLEBACK,right,2,3,68.0,3,4:16,3,2024,run
2022102306_2918,2022102306,2918,WAS,PISTOL,right,2,10,72.0,3,3:33,3,2024,run
2022102306_2968,2022102306,2968,WAS,SHOTGUN,right,2,2,90.0,3,2:27,3,2024,run
2022102306_3013,2022102306,3013,WAS,SINGLEBACK,right,2,6,98.0,3,1:02,3,2024,run
2022102306_3189,2022102306,3189,GB,SHOTGUN,right,2,3,59.0,4,13:44,-6,2024,run
2022102306_3240,2022102306,3240,GB,SHOTGUN,right,2,10,64.0,4,12:55,-6,2024,run
2022102306_3326,2022102306,3326,WAS,SHOTGUN,left,2,13,76.0,4,10:42,6,2024,run
2022102306_3397,2022102306,3397,WAS,I_FORM,left,1,10,30.0,4,9:44,6,2024,run
2022102306_3447,2022102306,3447,WAS,SINGLEBACK,left,1,7,17.0,4,8:18,6,2024,run
2022102306_3876,2022102306,3876,WAS,SHOTGUN,left,1,10,85.0,4,3:26,2,2024,run
2022102306_3952,2022102306,3952,WAS,PISTOL,left,2,8,65.0,4,2:20,2,2024,run
2022102306_4016,2022102306,4016,WAS,SHOTGUN,left,1,10,54.0,4,2:06,2,2024,run
2022102306_4044,2022102306,4044,WAS,I_FORM,left,2,9,53.0,4,2:00,2,2024,run
2022102306_4072,2022102306,4072,WAS,SHOTGUN,left,3,3,47.0,4,1:16,2,2024,run
2022102307_159,2022102307,159,DEN,SINGLEBACK,right,1,10,27.0,1,14:37,0,2024,run
2022102307_233,2022102307,233,DEN,I_FORM,right,1,10,46.0,1,12:57,0,2024,run
2022102307_264,2022102307,264,DEN,SINGLEBACK,right,2,4,52.0,1,12:26,0,2024,run
2022102307_326,2022102307,326,NYJ,SINGLEBACK,left,1,10,97.0,1,11:36,0,2024,run
2022102307_371,2022102307,371,NYJ,SHOTGUN,left,3,1,88.0,1,10:12,0,2024,run
2022102307_641,2022102307,641,NYJ,SINGLEBACK,left,1,10,72.0,1,7:44,0,2024,run
2022102307_694,2022102307,694,DEN,SINGLEBACK,right,1,10,35.0,1,7:34,-7,2024,run
2022102307_739,2022102307,739,DEN,SINGLEBACK,right,3,1,44.0,1,6:24,-7,2024,run
2022102307_763,2022102307,763,DEN,I_FORM,right,1,10,46.0,1,5:59,-7,2024,run
2022102307_784,2022102307,784,DEN,I_FORM,right,2,5,51.0,1,5:26,-7,2024,run
2022102307_838,2022102307,838,DEN,I_FORM,right,2,10,56.0,1,5:04,-7,2024,run
2022102307_891,2022102307,891,DEN,SINGLEBACK,right,2,4,72.0,1,4:14,-7,2024,run
2022102307_917,2022102307,917,DEN,SHOTGUN,right,1,10,87.0,1,3:40,-7,2024,run
2022102307_989,2022102307,989,DEN,SHOTGUN,right,1,6,104.0,1,2:15,-7,2024,run
2022102307_1010,2022102307,1010,DEN,SINGLEBACK,right,2,2,108.0,1,1:37,-7,2024,run
2022102307_1063,2022102307,1063,NYJ,JUMBO,left,1,10,85.0,1,1:33,1,2024,run
2022102307_1203,2022102307,1203,DEN,I_FORM,left,1,10,62.0,2,14:53,-1,2024,run
2022102307_1224,2022102307,1224,DEN,SHOTGUN,left,2,8,60.0,2,14:18,-1,2024,run
2022102307_1266,2022102307,1266,DEN,SINGLEBACK,left,4,1,53.0,2,13:04,-1,2024,run
2022102307_1309,2022102307,1309,DEN,SINGLEBACK,left,2,10,52.0,2,12:07,-1,2024,run
2022102307_1383,2022102307,1383,NYJ,SINGLEBACK,right,1,10,56.0,2,11:20,1,2024,run
2022102307_1572,2022102307,1572,DEN,SINGLEBACK,left,2,10,52.0,2,7:35,-1,2024,run
2022102307_1626,2022102307,1626,DEN,SINGLEBACK,left,1,10,45.0,2,6:42,-1,2024,run
2022102307_1676,2022102307,1676,DEN,SINGLEBACK,left,1,10,31.0,2,5:27,-1,2024,run
2022102307_1834,2022102307,1834,NYJ,SINGLEBACK,right,1,10,35.0,2,3:37,-2,2024,run
2022102307_2053,2022102307,2053,NYJ,SHOTGUN,right,1,10,87.0,2,0:38,-2,2024,run
2022102307_2131,2022102307,2131,NYJ,SHOTGUN,right,3,15,82.0,2,0:19,-2,2024,run
2022102307_2381,2022102307,2381,NYJ,SINGLEBACK,right,1,10,23.0,3,12:12,1,2024,run
2022102307_2402,2022102307,2402,NYJ,SINGLEBACK,right,1,10,48.0,3,11:32,1,2024,run
2022102307_2434,2022102307,2434,NYJ,SINGLEBACK,right,1,5,53.0,3,11:16,1,2024,run
2022102307_2516,2022102307,2516,DEN,SHOTGUN,left,1,10,90.0,3,10:14,-1,2024,run
2022102307_2602,2022102307,2602,DEN,I_FORM,left,1,10,76.0,3,9:25,-1,2024,run
2022102307_2688,2022102307,2688,NYJ,SINGLEBACK,right,1,10,42.0,3,8:06,1,2024,run
2022102307_2801,2022102307,2801,DEN,SHOTGUN,left,1,10,79.0,3,5:59,-1,2024,run
